burst,frame_slot,magnitude_packed_px
000_0234,13,1.5625
000_0235,1,0.8682777493406127
000_0235,2,0.3125
000_0235,3,0.6643841132959156
000_0235,4,0.4419417382415922
000_0235,5,0.5038911092686593
000_0235,6,0.19764235376052372
000_0235,7,0.1875
000_0235,8,0.673145600891813
000_0235,9,0.8682777493406127
000_0235,10,0.3801726581436387
000_0235,11,0.39528470752104744
000_0235,12,0.1767766952966369
000_0235,13,1.0
000_0236,1,1.2823927830426995
000_0236,2,0.40019526483955303
000_0236,3,0.3125
000_0236,4,0.7525996611745185
000_0236,5,0.978279740156158
000_0236,6,0.9100137361600648
000_0236,7,1.3707320124663318
000_0236,8,1.0077822185373186
000_0236,9,2.028122592448494
000_0236,10,1.7908185977368003
000_0236,11,2.032931995911324
000_0236,12,1.9253652250936704
000_0236,13,1.3764197215965774
000_0237,1,0.3801726581436387
000_0237,2,0.22534695471649932
000_0237,3,0.3644344934278313
000_0237,4,0.3125
000_0237,5,0.6987712429686843
000_0237,6,0.31868871959954903
000_0237,7,0.75
000_0237,8,0.6281172263200556
000_0237,9,0.6155536126122565
000_0237,10,0.08838834764831845
000_0237,11,0.1767766952966369
000_0237,12,1.1524430571616109
000_0237,13,0.39528470752104744
000_0344,1,0.6373774391990981
000_0344,2,0.2651650429449553
000_0344,3,0.125
000_0344,4,0.3801726581436387
000_0344,5,0.125
000_0344,6,0.6903350635742038
000_0344,7,0.40019526483955303
000_0344,8,0.19764235376052372
000_0344,9,1.626201478907211
000_0344,10,4.320192414696364
000_0344,11,4.586835782977193
000_0344,12,4.4163227067323785
000_0344,13,3.955316833074185
000_0345,1,2.8284271247461903
000_0345,2,2.675116819879087
000_0345,3,2.699102860211148
000_0345,4,7.558366639029891
000_0345,5,8.24668494002287
000_0345,6,8.611629128684072
000_0345,7,7.660011830930811
000_0345,8,3.3172136274288997
000_0345,9,3.0573937021587523
000_0345,10,3.1930099436112003
000_0345,11,4.155192534648665
000_0345,12,5.138701197773616
000_0345,13,6.285524043387313
000_0346,1,0.8149003006503311
000_0346,2,1.0933034802834938
000_0346,3,1.640550593550836
000_0346,4,1.2655285457072867
000_0346,5,1.660666281948303
000_0346,6,1.2655285457072867
000_0346,7,1.4388580541526672
000_0346,8,1.3287682265918312
000_0346,9,0.6987712429686843
000_0346,10,1.3707320124663318
000_0346,11,1.1057378758096332
000_0346,12,1.505199322349037
000_0346,13,1.0643366478704002
000_0347,1,1.3360973954019968
000_0347,2,1.3877252069484074
000_0347,3,2.375
000_0347,4,1.5674920254980567
000_0347,5,0.9457966219013473
000_0347,6,1.459077191241094
000_0347,7,1.7059180079945226
000_0347,8,1.5674920254980567
000_0347,9,2.1286732957408003
000_0347,10,1.0077822185373186
000_0347,11,1.8135772660683636
000_0347,12,1.2515615246562992
000_0347,13,7.187771733993784
000_0348,1,0.6281172263200556
000_0348,2,0.8500919067959652
000_0348,3,1.0625
000_0348,4,1.505199322349037
000_0348,5,0.4550068680800324
000_0348,6,1.0077822185373186
000_0348,7,0.5590169943749475
000_0348,8,0.31868871959954903
000_0348,9,0.5929270612815711
000_0348,10,1.2374368670764582
000_0348,11,0.19764235376052372
000_0348,12,1.3287682265918312
000_0348,13,1.1490485194281397
000_0349,1,0.8149003006503311
000_0349,2,0.375
000_0349,3,0.8772293029761374
000_0349,4,1.0
000_0349,5,1.4388580541526672
000_0349,6,1.3764197215965774
000_0349,7,2.2980970388562794
000_0349,8,3.5750874115187727
000_0349,9,3.2983187004896903
000_0349,10,3.1622776601683795
000_0349,11,3.2027819938297393
000_0349,12,3.553717243957375
000_0349,13,2.5502757203878956
000_0350,1,0.08838834764831845
000_0350,2,0.19764235376052372
000_0350,3,0.19764235376052372
000_0350,4,0.0625
000_0350,5,0.2576941016011038
000_0350,6,0.8338540040078959
000_0350,7,0.5153882032022076
000_0350,8,1.0933034802834938
000_0350,9,0.13975424859373686
000_0350,10,0.19764235376052372
000_0350,11,0.22534695471649932
000_0350,12,0.3644344934278313
000_0350,13,0.13975424859373686
000_0351,1,0.8003905296791061
000_0351,2,0.6187184335382291
000_0351,3,0.2795084971874737
000_0351,4,0.6281172263200556
000_0351,5,0.6281172263200556
000_0351,6,0.2795084971874737
000_0351,7,1.213530489934225
000_0351,8,1.125
000_0351,9,0.8125
000_0351,10,1.2562344526401112
000_0351,11,1.3287682265918312
000_0351,12,0.9702609185162515
000_0351,13,0.9457966219013473
000_0055,1,0.8220591523728691
000_0055,2,0.5038911092686593
000_0055,3,0.5929270612815711
000_0055,4,1.0
000_0055,5,0.8838834764831844
000_0055,6,0.7730823048033113
000_0055,7,0.125
000_0055,8,0.8948638164547721
000_0055,9,0.9375
000_0055,10,0.9395810236483068
000_0055,11,0.5038911092686593
000_0055,12,0.75
000_0055,13,0.9395810236483068
000_0056,1,0.1875
000_0056,2,0.22534695471649932
000_0056,3,0.13975424859373686
000_0056,4,0.8003905296791061
000_0056,5,0.1875
000_0056,6,0.39528470752104744
000_0056,7,0.5153882032022076
000_0056,8,0.7603453162872774
000_0056,9,0.1767766952966369
000_0056,10,0.2651650429449553
000_0056,11,0.13975424859373686
000_0056,12,0.125
000_0056,13,0.9395810236483068
000_0057,1,0.7603453162872774
000_0057,2,0.0625
000_0057,3,1.125
000_0057,4,0.8838834764831844
000_0057,5,0.08838834764831845
000_0057,6,0.3365728004459065
000_0057,7,0.6903350635742038
000_0057,8,0.8220591523728691
000_0057,9,0.31868871959954903
000_0057,10,0.125
000_0057,11,0.875
000_0057,12,0.3801726581436387
000_0057,13,0.0
000_0058,1,0.6525191568069094
000_0058,2,0.8220591523728691
000_0058,3,0.3365728004459065
000_0058,4,0.2576941016011038
000_0058,5,0.8003905296791061
000_0058,6,0.5303300858899106
000_0058,7,0.9375
000_0058,8,1.31398725260179
000_0058,9,0.8838834764831844
000_0058,10,0.7831227553838542
000_0058,11,0.7071067811865476
000_0058,12,0.8003905296791061
000_0058,13,0.4759858191164943
000_0060,1,0.0625
000_0060,2,0.7315437444199766
000_0060,3,0.7603453162872774
000_0060,4,0.0625
000_0060,5,0.5376453291901642
000_0060,6,0.3644344934278313
000_0060,7,0.3535533905932738
000_0060,8,0.13975424859373686
000_0060,9,0.31868871959954903
000_0060,10,0.8838834764831844
000_0060,11,0.3801726581436387
000_0060,12,0.22534695471649932
000_0060,13,0.19764235376052372
000_0061,1,0.39528470752104744
000_0061,2,0.13975424859373686
000_0061,3,0.1875
000_0061,4,0.08838834764831845
000_0061,5,0.125
000_0061,6,0.08838834764831845
000_0061,7,0.25
000_0061,8,0.6875
000_0061,9,0.4550068680800324
000_0061,10,0.1875
000_0061,11,0.7525996611745185
000_0061,12,0.13975424859373686
000_0061,13,0.125
000_0062,1,0.625
000_0062,2,0.4375
000_0062,3,0.31868871959954903
000_0062,4,1.0643366478704002
000_0062,5,0.7730823048033113
000_0062,6,0.7288689868556626
000_0062,7,0.31868871959954903
000_0062,8,0.8500919067959652
000_0062,9,0.5659615711335886
000_0062,10,0.9291292967074066
000_0062,11,0.8125
000_0062,12,0.5659615711335886
000_0062,13,0.625
000_0068,1,0.39528470752104744
000_0068,2,0.8772293029761374
000_0068,3,0.0
000_0068,4,1.0019512213675874
000_0068,5,0.39528470752104744
000_0068,6,1.0019512213675874
000_0068,7,0.39528470752104744
000_0068,8,0.0625
000_0068,9,0.3801726581436387
000_0068,10,0.5153882032022076
000_0068,11,0.08838834764831845
000_0068,12,0.08838834764831845
000_0068,13,0.0625
000_0091,1,0.1767766952966369
000_0091,2,0.125
000_0091,3,0.08838834764831845
000_0091,4,0.3125
000_0091,5,0.0625
000_0091,6,0.13975424859373686
000_0091,7,0.125
000_0091,8,0.31868871959954903
000_0091,9,0.0625
000_0091,10,0.31868871959954903
000_0091,11,0.6903350635742038
000_0091,12,0.5
000_0091,13,0.13975424859373686
000_0097,1,0.9540210951546092
000_0097,2,0.3125
000_0097,3,0.2651650429449553
000_0097,4,0.9882117688026185
000_0097,5,0.4375
000_0097,6,0.8220591523728691
000_0097,7,0.13975424859373686
000_0097,8,0.4419417382415922
000_0097,9,1.0915155747858112
000_0097,10,0.5625
000_0097,11,0.5625
000_0097,12,0.9457966219013473
000_0097,13,0.9702609185162515
000_0102,1,1.0307764064044151
000_0102,2,1.189143599402528
000_0102,3,0.19764235376052372
000_0102,4,1.194060823408925
000_0102,5,1.1267347735824966
000_0102,6,1.0698276730389806
000_0102,7,1.0174262872562316
000_0102,8,1.1267347735824966
000_0102,9,1.3721561500062593
000_0102,10,0.9457966219013473
000_0102,11,1.0643366478704002
000_0102,12,1.213530489934225
000_0102,13,1.1267347735824966
000_0112,1,0.31868871959954903
000_0112,2,0.2795084971874737
000_0112,3,0.4550068680800324
000_0112,4,0.13975424859373686
000_0112,5,0.5303300858899106
000_0112,6,0.3801726581436387
000_0112,7,0.5659615711335886
000_0112,8,0.6281172263200556
000_0112,9,0.0625
000_0112,10,0.9395810236483068
000_0112,11,0.08838834764831845
000_0112,12,0.13975424859373686
000_0112,13,0.375
000_0115,1,0.0625
000_0115,2,0.9457966219013473
000_0115,3,0.9291292967074066
000_0115,4,1.0019512213675874
000_0115,5,0.3125
000_0115,6,0.5376453291901642
000_0115,7,1.0019512213675874
000_0115,8,0.8948638164547721
000_0115,9,0.39528470752104744
000_0115,10,0.22534695471649932
000_0115,11,0.7831227553838542
000_0115,12,0.8385254915624212
000_0115,13,0.8772293029761374
000_0122,1,0.2651650429449553
000_0122,2,0.0
000_0122,3,0.8500919067959652
000_0122,4,0.6281172263200556
000_0122,5,0.875
000_0122,6,0.8220591523728691
000_0122,7,0.3125
000_0122,8,0.13975424859373686
000_0122,9,0.2651650429449553
000_0122,10,0.1875
000_0122,11,0.19764235376052372
000_0122,12,0.6903350635742038
000_0122,13,1.0933034802834938
000_0128,1,0.6875
000_0128,2,0.08838834764831845
000_0128,3,0.5590169943749475
000_0128,4,0.5038911092686593
000_0128,5,0.5153882032022076
000_0128,6,0.1767766952966369
000_0128,7,0.8220591523728691
000_0128,8,0.4192627457812106
000_0128,9,0.6187184335382291
000_0128,10,0.19764235376052372
000_0128,11,0.0
000_0128,12,0.5038911092686593
000_0128,13,0.4759858191164943
000_0132,1,0.45069390943299864
000_0132,2,0.40019526483955303
000_0132,3,0.8500919067959652
000_0132,4,0.8705242673240075
000_0132,5,0.9013878188659973
000_0132,6,1.1524430571616109
000_0132,7,1.0476909133900132
000_0132,8,1.3184389443580617
000_0132,9,1.0019512213675874
000_0132,10,0.9702609185162515
000_0132,11,0.9291292967074066
000_0132,12,0.22534695471649932
000_0132,13,0.9540210951546092
000_0279,1,0.2576941016011038
000_0279,2,1.25
000_0279,3,1.3764197215965774
000_0279,4,1.8466608378367697
000_0279,5,0.9540210951546092
000_0279,6,0.3125
000_0279,7,0.3801726581436387
000_0279,8,0.31868871959954903
000_0279,9,0.125
000_0279,10,0.08838834764831845
000_0279,11,0.3125
000_0279,12,0.5038911092686593
000_0279,13,0.4192627457812106
000_0280,1,0.676040864149498
000_0280,2,0.22534695471649932
000_0280,3,0.13975424859373686
000_0280,4,0.2795084971874737
000_0280,5,1.0250762166785454
000_0280,6,0.8220591523728691
000_0280,7,1.189143599402528
000_0280,8,0.7905694150420949
000_0280,9,1.6007810593582121
000_0280,10,1.4169730060943293
000_0280,11,0.13975424859373686
000_0280,12,0.1875
000_0280,13,0.4759858191164943
000_0281,1,0.7905694150420949
000_0281,2,0.08838834764831845
000_0281,3,0.0625
000_0281,4,0.8838834764831844
000_0281,5,0.08838834764831845
000_0281,6,0.22534695471649932
000_0281,7,1.0019512213675874
000_0281,8,0.13975424859373686
000_0281,9,0.6987712429686843
000_0281,10,0.08838834764831845
000_0281,11,0.3365728004459065
000_0281,12,0.5762215285808054
000_0281,13,0.8125
000_0283,1,0.1767766952966369
000_0283,2,0.13975424859373686
000_0283,3,0.375
000_0283,4,0.1767766952966369
000_0283,5,0.8948638164547721
000_0283,6,1.1057378758096332
000_0283,7,1.626201478907211
000_0283,8,1.6007810593582121
000_0283,9,1.4644218142324976
000_0283,10,0.9395810236483068
000_0283,11,1.200585794518659
000_0283,12,0.08838834764831845
000_0283,13,0.1875
000_0293,1,0.8500919067959652
000_0293,2,0.19764235376052372
000_0293,3,1.829660146038056
000_0293,4,0.8149003006503311
000_0293,5,1.1675963557668378
000_0293,6,1.213530489934225
000_0293,7,0.8500919067959652
000_0293,8,0.8772293029761374
000_0293,9,1.1075028216668343
000_0293,10,1.2577882373436318
000_0293,11,0.19764235376052372
000_0293,12,0.8838834764831844
000_0293,13,0.8149003006503311
000_0306,1,0.9560661587986472
000_0306,2,0.8003905296791061
000_0306,3,0.6987712429686843
000_0306,4,1.3005407529178008
000_0306,5,1.3877252069484074
000_0306,6,1.288470508005519
000_0306,7,0.9762812094883317
000_0306,8,1.4045128158902644
000_0306,9,1.5372967345311055
000_0306,10,1.7001838135919305
000_0306,11,0.8772293029761374
000_0306,12,2.659005923272831
000_0306,13,0.375
000_0308,1,0.39528470752104744
000_0308,2,1.352081728298996
000_0308,3,1.3975424859373686
000_0308,4,0.6643841132959156
000_0308,5,1.7241392780167153
000_0308,6,1.0643366478704002
000_0308,7,1.0625
000_0308,8,2.3799290955824715
000_0308,9,1.2405895775799505
000_0308,10,1.7600159800410904
000_0308,11,0.7629097259833564
000_0308,12,0.9291292967074066
000_0308,13,0.7126096406869612
000_0311,1,0.6987712429686843
000_0311,2,0.8682777493406127
000_0311,3,0.2651650429449553
000_0311,4,1.2823927830426995
000_0311,5,0.3801726581436387
000_0311,6,0.13975424859373686
000_0311,7,0.22534695471649932
000_0311,8,0.6281172263200556
000_0311,9,0.6987712429686843
000_0311,10,0.13975424859373686
000_0311,11,0.0625
000_0311,12,0.6903350635742038
000_0311,13,0.8338540040078959
000_0390,1,0.5625
000_0390,2,0.1767766952966369
000_0390,3,0.19764235376052372
000_0390,4,0.19764235376052372
000_0390,5,0.4419417382415922
000_0390,6,0.39528470752104744
000_0390,7,0.9560661587986472
000_0390,8,0.1875
000_0390,9,0.1767766952966369
000_0390,10,0.5
000_0390,11,0.7730823048033113
000_0390,12,0.9702609185162515
000_0390,13,0.2576941016011038
000_0391,1,0.978279740156158
000_0391,2,0.1767766952966369
000_0391,3,0.08838834764831845
000_0391,4,0.875
000_0391,5,0.2651650429449553
000_0391,6,0.0625
000_0391,7,0.25
000_0391,8,0.40019526483955303
000_0391,9,0.625
000_0391,10,0.25
000_0391,11,0.8338540040078959
000_0391,12,0.19764235376052372
000_0391,13,0.625
000_0392,1,0.9457966219013473
000_0392,2,0.8948638164547721
000_0392,3,0.7525996611745185
000_0392,4,0.9882117688026185
000_0392,5,0.8705242673240075
000_0392,6,0.2576941016011038
000_0392,7,0.7730823048033113
000_0392,8,0.5590169943749475
000_0392,9,1.5026019100214134
000_0392,10,1.231107225224513
000_0392,11,1.7376798468072305
000_0392,12,1.6641908694617935
000_0392,13,1.4577379737113252
000_0393,1,0.9762812094883317
000_0393,2,0.1875
000_0393,3,0.4759858191164943
000_0393,4,0.8500919067959652
000_0393,5,1.202211503854459
000_0393,6,0.8948638164547721
000_0393,7,0.31868871959954903
000_0393,8,0.6155536126122565
000_0393,9,0.31868871959954903
000_0393,10,0.4375
000_0393,11,0.9560661587986472
000_0393,12,0.8003905296791061
000_0393,13,0.9519716382329886
000_0394,1,0.673145600891813
000_0394,2,0.2576941016011038
000_0394,3,0.2795084971874737
000_0394,4,0.25
000_0394,5,0.7603453162872774
000_0394,6,0.8682777493406127
000_0394,7,0.2795084971874737
000_0394,8,0.125
000_0394,9,0.2576941016011038
000_0394,10,0.4375
000_0394,11,0.5590169943749475
000_0394,12,0.125
000_0394,13,0.3125
000_0395,1,1.5219744577357401
000_0395,2,2.1866069605669876
000_0395,3,1.602000702247037
000_0395,4,2.216768481371025
000_0395,5,2.125
000_0395,6,2.240431041116865
000_0395,7,1.5934435979977453
000_0395,8,1.1267347735824966
000_0395,9,2.99543924158044
000_0395,10,2.216768481371025
000_0395,11,2.0963137289060527
000_0395,12,2.0710051907226115
000_0395,13,1.8168052317185792
000_0396,1,0.5625
000_0396,2,0.13975424859373686
000_0396,3,0.3644344934278313
000_0396,4,1.125
000_0396,5,1.5637495003996005
000_0396,6,1.346291201783626
000_0396,7,0.8125
000_0396,8,1.200585794518659
000_0396,9,1.0019512213675874
000_0396,10,1.0698276730389806
000_0396,11,1.0789172813520043
000_0396,12,0.9882117688026185
000_0396,13,0.8948638164547721
000_0403,1,4.875
000_0403,2,11.119556252387053
000_0403,3,0.2576941016011038
000_0403,4,0.2651650429449553
000_0403,5,0.3365728004459065
000_0403,6,14.164904914965014
000_0403,7,0.0625
000_0403,8,0.13975424859373686
000_0403,9,0.13975424859373686
000_0403,10,0.125
000_0403,11,0.2795084971874737
000_0403,12,0.19764235376052372
000_0403,13,0.3644344934278313
000_0252,1,0.0625
000_0252,2,0.6643841132959156
000_0252,3,0.875
000_0252,4,0.5153882032022076
000_0252,5,0.19764235376052372
000_0252,6,0.5659615711335886
000_0252,7,1.0174262872562316
000_0252,8,0.8882919002219934
000_0252,9,1.0680004681646913
000_0252,10,0.8948638164547721
000_0252,11,0.5659615711335886
000_0252,12,0.8125
000_0252,13,0.0625
000_0255,1,0.5376453291901642
000_0255,2,0.676040864149498
000_0255,3,0.4881406047441659
000_0255,4,0.6373774391990981
000_0255,5,0.1767766952966369
000_0255,6,0.5376453291901642
000_0255,7,0.3801726581436387
000_0255,8,0.125
000_0255,9,1.0625
000_0255,10,0.3365728004459065
000_0255,11,0.2651650429449553
000_0255,12,0.5762215285808054
000_0255,13,0.7629097259833564
000_0256,1,0.1767766952966369
000_0256,2,0.1875
000_0256,3,0.673145600891813
000_0256,4,0.4550068680800324
000_0256,5,0.13975424859373686
000_0256,6,0.8149003006503311
000_0256,7,0.8385254915624212
000_0256,8,0.5896238207535377
000_0256,9,0.0625
000_0256,10,0.7905694150420949
000_0256,11,0.0625
000_0256,12,0.4759858191164943
000_0256,13,0.7288689868556626
000_0258,1,0.4192627457812106
000_0258,2,0.9457966219013473
000_0258,3,0.19764235376052372
000_0258,4,0.5762215285808054
000_0258,5,0.6987712429686843
000_0258,6,0.7603453162872774
000_0258,7,1.0077822185373186
000_0258,8,1.0643366478704002
000_0258,9,1.25
000_0258,10,1.3877252069484074
000_0258,11,0.9457966219013473
000_0258,12,1.1625672023586422
000_0258,13,1.174268389253496
000_0263,1,0.8125
000_0263,2,0.6373774391990981
000_0263,3,0.3535533905932738
000_0263,4,1.2405895775799505
000_0263,5,0.5762215285808054
000_0263,6,0.8125
000_0263,7,0.6875
000_0263,8,0.375
000_0263,9,0.6903350635742038
000_0263,10,1.341931909598993
000_0263,11,4.287518221535624
000_0263,12,5.253718920916877
000_0263,13,5.691619387309731
000_0264,1,0.08838834764831845
000_0264,2,0.25
000_0264,3,0.31868871959954903
000_0264,4,0.1767766952966369
000_0264,5,0.9395810236483068
000_0264,6,0.9100137361600648
000_0264,7,1.0698276730389806
000_0264,8,0.9560661587986472
000_0264,9,0.31868871959954903
000_0264,10,1.3764197215965774
000_0264,11,1.1267347735824966
000_0264,12,0.25
000_0264,13,0.875
000_0267,1,0.2651650429449553
000_0267,2,0.7603453162872774
000_0267,3,0.6987712429686843
000_0267,4,1.1267347735824966
000_0267,5,1.5637495003996005
000_0267,6,0.7315437444199766
000_0267,7,0.4759858191164943
000_0267,8,0.6525191568069094
000_0267,9,0.8003905296791061
000_0267,10,0.1767766952966369
000_0267,11,0.375
000_0267,12,0.31868871959954903
000_0267,13,0.19764235376052372
000_0268,1,0.8772293029761374
000_0268,2,0.3125
000_0268,3,0.125
000_0268,4,0.4419417382415922
000_0268,5,0.6903350635742038
000_0268,6,1.1473474844178637
000_0268,7,1.3707320124663318
000_0268,8,0.7126096406869612
000_0268,9,0.7905694150420949
000_0268,10,1.0097184013377194
000_0268,11,1.1405179744309162
000_0268,12,1.3491895715576814
000_0268,13,1.6007810593582121
000_0072,1,0.625
000_0072,2,1.0250762166785454
000_0072,3,0.4881406047441659
000_0072,4,0.6281172263200556
000_0072,5,0.7288689868556626
000_0072,6,0.2576941016011038
000_0072,7,0.7126096406869612
000_0072,8,1.1267347735824966
000_0072,9,0.5659615711335886
000_0072,10,0.7288689868556626
000_0072,11,0.1875
000_0072,12,0.7525996611745185
000_0072,13,0.3644344934278313
000_0080,1,0.13975424859373686
000_0080,2,0.7126096406869612
000_0080,3,0.4419417382415922
000_0080,4,0.3644344934278313
000_0080,5,0.1875
000_0080,6,0.7525996611745185
000_0080,7,0.7525996611745185
000_0080,8,0.6903350635742038
000_0080,9,0.3801726581436387
000_0080,10,0.125
000_0080,11,0.0625
000_0080,12,0.3125
000_0080,13,0.08838834764831845
000_0081,1,1.25
000_0081,2,2.0558605254248157
000_0081,3,1.194060823408925
000_0081,4,1.2405895775799505
000_0081,5,0.8500919067959652
000_0081,6,0.6434768838116876
000_0081,7,0.4759858191164943
000_0081,8,0.9762812094883317
000_0081,9,1.4577379737113252
000_0081,10,1.2374368670764582
000_0081,11,1.1057378758096332
000_0081,12,1.25
000_0081,13,1.3375584099395434
000_0083,1,1.0077822185373186
000_0083,2,0.676040864149498
000_0083,3,0.3125
000_0083,4,0.7603453162872774
000_0083,5,0.9013878188659973
000_0083,6,1.0174262872562316
000_0083,7,0.9702609185162515
000_0083,8,1.1405179744309162
000_0083,9,1.0077822185373186
000_0083,10,1.5774286830154953
000_0083,11,1.0698276730389806
000_0083,12,1.511673327805978
000_0083,13,1.2562344526401112
000_0085,1,0.6987712429686843
000_0085,2,1.3258252147247767
000_0085,3,1.0752906583803283
000_0085,4,1.3375584099395434
000_0085,5,1.213530489934225
000_0085,6,0.8772293029761374
000_0085,7,0.8149003006503311
000_0085,8,1.288470508005519
000_0085,9,1.3287682265918312
000_0085,10,0.9291292967074066
000_0085,11,0.8149003006503311
000_0085,12,0.9457966219013473
000_0085,13,1.0643366478704002
000_0087,1,0.9519716382329886
000_0087,2,1.375
000_0087,3,0.2576941016011038
000_0087,4,1.5461646096066226
000_0087,5,0.5625
000_0087,6,1.3806701271484076
000_0087,7,1.0915155747858112
000_0087,8,1.0752906583803283
000_0087,9,1.3125
000_0087,10,1.7677669529663689
000_0087,11,1.0625
000_0087,12,0.8838834764831844
000_0087,13,1.0915155747858112
000_0088,1,0.0625
000_0088,2,0.5659615711335886
000_0088,3,0.125
000_0088,4,0.4192627457812106
000_0088,5,0.13975424859373686
000_0088,6,0.5376453291901642
000_0088,7,0.13975424859373686
000_0088,8,0.19764235376052372
000_0088,9,0.125
000_0088,10,0.19764235376052372
000_0088,11,0.0625
000_0088,12,0.7551903733496608
000_0088,13,0.4192627457812106
000_0089,1,1.0789172813520043
000_0089,2,0.9457966219013473
